tconst,averageRating,numVotes
tt0000119,4.9,76
tt0000120,4.6,68
tt0000121,4.3,123
tt0000122,5.1,34
tt0000123,5.4,209
tt0000124,5.3,33
tt0000125,4.6,17
tt0000126,5.8,34
tt0000127,4.4,30
tt0000128,5.5,42
tt0000129,6.5,56
tt0000130,5.1,31
tt0000131,5.7,1659
tt0000132,5.1,1221
tt0000133,6.2,38
tt0000134,4.5,23
tt0000135,6.2,89
tt0000137,4.9,44
tt0000138,6.4,1322
tt0000139,5.3,29
tt0000140,4.9,346
tt0000141,5.1,148
tt0000142,4.8,34
tt0000143,5.0,303
tt0000144,5.2,379
tt0000145,3.5,15
tt0000146,5.0,28
tt0000147,5.3,560
tt0000148,3.3,17
tt0000149,4.8,24
tt0000150,5.4,204
tt0000151,4.6,78
tt0000152,6.2,319
tt0000153,5.7,566
tt0000154,3.6,19
tt0000155,5.2,31
tt0000156,3.9,26
tt0000157,3.9,17
tt0000158,3.1,17
tt0000159,5.1,169
tt0000160,5.2,29
tt0000161,3.6,16
tt0000162,5.4,509
tt0000163,5.0,15
tt0000164,5.0,344
tt0000165,4.7,154
tt0000166,3.4,21
tt0000167,4.1,171
tt0000168,3.1,18
tt0000169,4.0,63
tt0000170,5.2,298
tt0000171,3.6,20
tt0000172,6.0,1156
tt0000173,4.6,47
tt0000174,4.5,153
tt0000175,4.9,259
tt0000176,4.7,15
tt0000177,4.6,261
tt0000178,5.2,281
tt0000179,4.7,50
tt0000181,6.6,66
tt0000182,4.8,606
tt0000183,5.6,39
tt0000184,4.8,354
tt0000186,4.8,26
tt0000187,4.8,66
tt0000188,3.6,13
tt0000190,4.7,168
tt0000192,4.5,200
tt0000194,5.4,86
tt0000196,4.7,35
tt0000197,4.0,23
tt0000198,4.2,22
tt0000199,4.0,15
tt0000200,3.4,15
tt0000201,5.6,31
tt0000204,5.5,16
tt0000205,4.8,34
tt0000206,5.4,16
tt0000207,5.4,15
tt0000208,5.7,615
tt0000209,4.8,37
tt0000210,5.1,39
tt0000211,7.4,5099
tt0000213,4.7,287
tt0000214,4.0,124
tt0000215,4.0,145
tt0000218,5.9,784
tt0000219,6.6,34
tt0000222,4.6,273
tt0000223,5.4,20
tt0000225,5.1,41
tt0000228,4.9,325
tt0000229,4.4,128
tt0000230,6.5,1968
tt0000231,3.4,23
tt0000234,6.2,86
tt0000235,6.2,1106
tt0000239,5.5,312
tt0000240,4.4,99
tt0000242,6.4,1461
tt0000245,6.1,57
tt0000246,6.4,1154
tt0000247,4.9,558
tt0000248,6.1,1798
tt0000251,5.2,177
tt0000253,4.1,32
tt0000256,4.8,191
tt0000261,5.4,102
tt0000264,5.7,529
tt0000265,4.4,168
tt0000269,4.7,156
tt0000271,6.3,14
tt0000272,5.6,967
tt0000273,5.5,741
tt0000274,5.6,315
tt0000276,6.8,34
tt0000277,6.2,81
tt0000279,4.1,28
tt0000280,4.4,28
tt0000281,4.6,27
tt0000283,5.8,20
tt0000284,5.3,272
tt0000285,5.2,33
tt0000286,5.7,326
tt0000287,4.9,184
tt0000288,5.2,230
tt0000292,5.1,118
tt0000296,5.7,281
tt0000299,5.7,332
tt0000300,6.8,1531
tt0000301,4.4,488
tt0000302,5.3,333
tt0000304,6.0,1523
tt0000306,5.3,275
tt0000307,4.9,106
tt0000308,5.2,158
tt0000309,6.1,1040
tt0000310,7.4,37
tt0000313,5.8,884
tt0000318,5.1,20
tt0000319,5.7,320
tt0000321,4.8,256
tt0000328,5.5,17
tt0000335,5.8,60
tt0000337,4.9,393
tt0000340,4.9,356
tt0000341,4.9,416
tt0000346,4.7,259
tt0000347,4.4,130
tt0000349,5.5,158
tt0000350,5.7,822
tt0000352,5.2,72
tt0000353,5.1,408
tt0000355,6.1,855
tt0000357,5.8,555
tt0000358,6.2,842
tt0000359,7.1,3412
tt0000361,7.4,28
tt0000363,6.2,226
tt0000364,5.5,182
tt0000368,6.6,25
tt0000370,5.6,668
tt0000373,6.3,148
tt0000376,5.9,25
tt0000377,6.0,164
tt0000379,4.1,15
tt0000380,6.8,30
tt0000381,3.6,30
tt0000384,5.8,413
tt0000387,5.1,469
tt0000388,5.2,160
tt0000399,6.1,850
tt0000400,5.8,19
tt0000402,6.1,16
tt0000406,5.7,51
tt0000407,3.7,49
tt0000409,5.1,306
tt0000410,6.7,1154
tt0000412,4.4,33
tt0000413,5.5,549
tt0000414,5.4,861
tt0000416,5.4,228
tt0000417,8.1,58660
tt0000420,6.2,3056
tt0000422,5.0,11
tt0000423,5.5,281
tt0000425,4.9,28
tt0000426,4.0,24
tt0000430,5.8,759
tt0000432,5.7,272
tt0000436,6.1,579
tt0000437,5.1,338
tt0000439,7.2,22020
tt0000440,5.4,271
tt0000441,7.2,14
tt0000442,4.5,118
tt0000443,5.6,16
tt0000446,4.8,27
tt0000447,6.4,2865
tt0000451,6.5,1132
tt0000452,4.5,127
tt0000455,6.7,2023
tt0000456,3.9,70
tt0000459,4.4,83
tt0000464,4.8,522
tt0000465,7.3,2005
tt0000469,5.8,1226
tt0000471,5.2,566
tt0000472,6.0,27
tt0000479,5.2,439
tt0000480,5.0,236
tt0000487,6.7,583
tt0000488,6.9,938
tt0000491,3.7,74
tt0000492,4.8,160
tt0000495,5.9,142
tt0000496,5.7,82
tt0000497,5.1,101
tt0000498,6.6,1405
tt0000499,7.5,4267
tt0000501,4.7,57
tt0000502,3.8,21
tt0000505,6.2,35
tt0000506,4.8,11
tt0000507,3.4,65
tt0000509,5.5,57
tt0000511,5.7,57
tt0000512,4.4,77
tt0000515,4.7,124
tt0000516,6.5,1216
tt0000519,5.6,460
tt0000520,6.1,72
tt0000521,5.5,378
tt0000522,2.2,18
tt0000524,5.8,867
tt0000525,5.2,59
tt0000526,4.0,74
tt0000528,5.4,20
tt0000533,4.5,51
tt0000534,6.6,1383
tt0000535,4.9,81
tt0000537,4.3,103
tt0000543,4.3,20
tt0000544,4.6,10
tt0000546,6.7,2099
tt0000548,4.4,10
tt0000550,3.2,16
tt0000552,5.6,82
tt0000553,6.5,588
tt0000554,6.2,1594
tt0000555,4.9,26
tt0000557,4.6,154
tt0000561,4.9,77
tt0000565,6.2,723
tt0000567,6.8,1510
tt0000570,3.8,63
tt0000571,6.7,75
tt0000574,6.0,998
tt0000575,5.7,626
tt0000576,6.0,265
tt0000578,7.2,30
tt0000581,4.2,14
tt0000582,4.7,819
tt0000583,5.2,62
tt0000584,5.0,98
tt0000586,5.8,28
tt0000588,4.4,14
tt0000591,5.6,32
tt0000594,5.3,23
tt0000595,5.1,20
tt0000596,5.1,28
tt0000597,5.0,84
tt0000598,5.2,40
tt0000599,3.9,17
tt0000601,5.8,16
tt0000602,4.1,276
tt0000606,7.4,19
tt0000608,5.8,28
tt0000609,4.8,23
tt0000610,4.9,24
tt0000611,4.4,23
tt0000613,4.2,15
tt0000614,6.5,1313
tt0000615,4.3,28
tt0000617,4.9,45
tt0000618,8.4,18
tt0000621,6.5,667
tt0000623,4.3,11
tt0000627,5.9,65
tt0000628,5.7,996
tt0000629,5.9,86
tt0000630,3.1,33
tt0000631,2.0,12
tt0000632,4.8,70
tt0000634,4.0,31
tt0000636,4.4,22
tt0000637,5.4,844
tt0000638,5.0,94
tt0000639,4.9,104
tt0000640,4.4,161
tt0000641,4.6,196
tt0000642,5.5,71
tt0000643,6.0,22
tt0000644,5.5,65
tt0000645,5.0,203
tt0000648,4.6,192
tt0000650,7.8,25
tt0000651,4.8,88
tt0000653,4.5,246
tt0000654,4.8,133
tt0000658,6.3,319
tt0000659,4.7,88
tt0000660,5.7,63
tt0000661,7.8,25
tt0000662,4.1,74
tt0000663,5.7,63
tt0000665,6.0,65
tt0000666,5.4,34
tt0000668,6.7,64
tt0000669,4.9,177
tt0000671,5.8,18
tt0000672,6.6,48
tt0000673,5.7,18
tt0000674,4.6,60
tt0000675,4.2,23
tt0000676,3.6,19
tt0000677,6.3,24
tt0000679,5.2,78
tt0000680,5.5,55
tt0000681,5.7,45
tt0000682,6.9,3079
tt0000683,5.6,102
tt0000684,5.0,148
tt0000685,5.9,50
tt0000689,6.4,60
tt0000690,6.5,47
tt0000694,5.8,56
tt0000695,6.0,58
tt0000697,4.9,34
tt0000698,6.1,29
tt0000699,6.4,28
tt0000700,5.0,87
tt0000704,5.5,66
tt0000706,5.5,33
tt0000707,4.7,29
tt0000708,4.3,50
tt0000709,5.5,81
tt0000711,4.2,27
tt0000712,5.2,23
tt0000713,5.6,27
tt0000715,4.8,15
tt0000717,6.1,27
tt0000720,6.8,22
tt0000722,4.7,14
tt0000724,5.2,47
tt0000725,4.0,26
tt0000727,5.9,23
tt0000728,5.8,151
tt0000730,5.8,82
tt0000731,5.4,27
tt0000733,6.1,34
tt0000734,4.0,18
tt0000736,3.6,18
tt0000737,4.7,40
tt0000738,7.9,23
tt0000739,6.2,19
tt0000740,5.8,22
tt0000741,5.5,33
tt0000743,6.7,18
tt0000746,7.8,20
tt0000747,5.8,36
tt0000748,6.1,31
tt0000749,5.8,920
tt0000750,5.2,18
tt0000752,5.1,157
tt0000754,6.8,80
tt0000755,5.7,247
tt0000756,5.2,160
tt0000758,5.8,33
tt0000759,6.8,15
tt0000760,4.8,11
tt0000762,5.6,52
tt0000764,5.5,157
tt0000765,5.6,18
tt0000767,6.8,26
tt0000768,5.8,12
tt0000769,5.2,192
tt0000770,5.4,190
tt0000771,6.1,24
tt0000772,6.4,21
tt0000775,7.5,13
tt0000776,5.6,157
tt0000778,7.0,17
tt0000779,6.5,21
tt0000781,6.2,22
tt0000782,7.9,27
tt0000783,4.0,15
tt0000784,4.2,33
tt0000785,5.4,81
tt0000787,5.6,24
tt0000789,5.1,86
tt0000790,6.1,481
tt0000792,4.8,71
tt0000793,4.1,23
tt0000797,5.3,197
tt0000798,4.4,19
tt0000800,5.0,128
tt0000801,5.4,76
tt0000803,5.8,16
tt0000807,5.1,64
tt0000809,6.3,67
tt0000815,4.7,67
tt0000816,4.6,145
tt0000817,4.3,24
tt0000819,5.6,69
tt0000821,4.6,144
tt0000823,4.9,56
tt0000825,4.8,58
tt0000826,4.8,56
tt0000827,5.1,110
tt0000828,5.3,125
tt0000829,4.8,61
tt0000831,5.3,158
tt0000832,6.6,2886
tt0000833,6.4,835
tt0000835,4.7,178
tt0000836,4.7,60
tt0000837,5.9,45
tt0000840,5.6,389
tt0000841,5.3,93
tt0000843,6.1,42
tt0000844,5.9,31
tt0000845,5.3,44
tt0000847,5.6,18
tt0000848,5.5,25
tt0000851,5.6,47
tt0000852,5.6,294
tt0000853,6.1,42
tt0000854,5.9,606
tt0000855,5.8,51
tt0000857,5.6,40
tt0000858,5.6,39
tt0000860,4.6,91
tt0000861,5.5,60
tt0000862,4.4,19
tt0000864,6.2,61
tt0000866,5.7,10
tt0000870,5.8,60
tt0000871,5.6,137
tt0000873,5.8,12
tt0000874,5.4,54
tt0000875,4.8,38
tt0000877,4.7,121
tt0000878,5.0,197
tt0000880,5.7,96
tt0000882,5.6,249
tt0000883,6.8,12
tt0000884,3.5,13
tt0000886,4.5,41
tt0000887,5.0,56
tt0000890,7.4,33
tt0000891,5.7,72
tt0000892,5.6,111
tt0000893,6.4,47
tt0000895,5.4,231
tt0000897,5.3,83
tt0000898,6.1,28
tt0000900,5.2,25
tt0000901,5.8,26
tt0000902,5.8,18
tt0000903,7.0,23
tt0000904,5.3,128
tt0000905,6.2,25
tt0000907,7.2,24
tt0000908,6.7,33
tt0000910,5.7,28
tt0000911,3.6,27
tt0000912,4.4,77
tt0000916,6.0,71
tt0000919,4.8,25
tt0000920,5.8,25
tt0000921,6.0,27
tt0000922,4.9,131
tt0000924,6.0,218
tt0000928,5.3,110
tt0000929,5.2,49
tt0000930,4.6,15
tt0000932,3.2,11
tt0000933,5.1,110
tt0000934,4.7,22
tt0000935,5.8,125
tt0000936,6.1,140
tt0000938,4.6,209
tt0000939,5.8,21
tt0000941,4.6,31
tt0000942,6.2,1191
tt0000943,6.0,15
tt0000944,3.8,12
tt0000945,4.9,99
tt0000946,4.7,95
tt0000950,4.6,18
tt0000956,6.4,18
tt0000957,6.2,53
tt0000958,6.4,18
tt0000960,4.6,325
tt0000961,8.8,23
tt0000962,6.0,16
tt0000964,5.8,18
tt0000966,5.6,388
tt0000967,6.0,19
tt0000969,6.6,26
tt0000970,5.7,86
tt0000971,6.2,199
tt0000972,5.7,122
tt0000974,5.2,74
tt0000975,5.2,26
tt0000976,4.3,20
tt0000979,5.1,40
tt0000981,5.6,75
tt0000986,5.1,129
tt0000987,7.8,11
tt0000988,4.7,29
tt0000989,4.8,64
tt0000990,5.7,104
tt0000991,6.6,19
tt0000992,4.4,16
tt0000995,7.7,19
tt0000997,7.2,18
tt0000998,5.5,20
tt0001000,5.5,68
tt0001001,5.1,156
tt0001002,4.8,112
tt0001005,5.7,29
tt0001008,5.5,34
tt0001009,6.5,1084
tt0001010,4.2,17
tt0001013,5.8,441
tt0001014,4.7,134
tt0001015,5.2,28
tt0001016,5.1,174
tt0001020,5.8,15
tt0001025,8.7,18
tt0001027,6.7,18
tt0001028,3.8,24
tt0001029,5.1,65
tt0001032,5.9,1020
tt0001033,5.1,23
tt0001035,5.1,45
tt0001036,2.6,14
tt0001037,3.4,19
tt0001038,3.1,23
tt0001041,5.2,58
tt0001044,5.1,127
tt0001045,5.6,16
tt0001049,4.8,21
tt0001050,4.9,95
tt0001052,6.4,18
tt0001053,7.0,17
tt0001054,5.7,44
tt0001058,5.6,30
tt0001061,6.6,94
tt0001062,6.2,1346
tt0001063,6.5,18
tt0001064,5.1,52
tt0001065,5.8,18
tt0001066,4.9,26
tt0001067,5.7,76
tt0001071,7.3,16
tt0001072,5.6,439
tt0001074,6.4,22
tt0001075,6.0,18
tt0001076,5.8,27
tt0001077,6.6,16
tt0001078,5.4,72
tt0001079,5.4,18
tt0001083,4.9,165
tt0001084,5.2,197
tt0001085,6.2,18
tt0001086,7.0,18
tt0001088,5.0,86
tt0001089,8.3,40
tt0001090,7.8,17
tt0001091,5.3,237
tt0001092,5.9,67
tt0001094,5.4,18
tt0001095,4.0,18
tt0001098,6.6,20
tt0001099,6.6,18
tt0001101,4.8,41
tt0001103,5.7,69
tt0001104,5.2,61
tt0001105,6.4,1095
tt0001106,5.9,196
tt0001107,6.1,119
tt0001111,4.2,21
tt0001112,3.9,54
tt0001113,4.8,19
tt0001115,3.9,21
tt0001116,4.2,20
tt0001117,5.9,18
tt0001118,5.4,226
tt0001120,5.5,265
tt0001121,4.7,58
tt0001122,4.9,21
tt0001129,5.1,70
tt0001135,4.8,61
tt0001139,5.4,44
tt0001143,5.2,62
tt0001144,5.3,54
tt0001145,5.8,12
tt0001150,5.2,140
tt0001151,4.3,61
tt0001152,5.6,89
tt0001153,4.6,58
tt0001156,5.0,57
tt0001159,5.2,32
tt0001161,5.1,59
tt0001165,5.0,41
tt0001175,5.4,46
tt0001176,5.2,41
tt0001177,6.2,23
tt0001184,3.4,22
tt0001185,7.1,22
tt0001186,5.2,73
tt0001187,5.4,42
tt0001190,6.6,15
tt0001195,4.9,21
tt0001196,4.1,13
tt0001200,5.2,48
tt0001202,5.7,41
tt0001206,6.8,46
tt0001207,5.4,157
tt0001211,5.4,55
tt0001214,6.6,10
tt0001216,5.6,41
tt0001217,5.6,125
tt0001218,5.2,145
tt0001223,6.4,5000
tt0001227,5.8,293
tt0001230,5.1,33
tt0001233,7.6,23
tt0001234,6.1,45
tt0001235,5.2,69
tt0001236,5.8,44
tt0001237,4.8,83
tt0001240,3.8,24
tt0001241,4.0,21
tt0001242,5.1,20
tt0001245,5.6,87
tt0001251,5.0,22
tt0001254,6.0,25
tt0001256,5.8,622
tt0001258,5.7,182
tt0001262,5.7,36
tt0001264,7.1,84
tt0001265,6.3,591
tt0001277,4.3,27
tt0001280,5.2,40
tt0001282,6.6,38
tt0001283,6.3,29
tt0001284,4.9,56
tt0001285,5.5,65
tt0001292,5.2,73
tt0001294,7.2,17
tt0001299,3.8,16
tt0001303,7.1,19
tt0001306,4.8,13
tt0001307,6.8,18
tt0001310,5.6,35
tt0001313,5.5,20
tt0001314,5.8,171
tt0001315,5.8,27
tt0001321,5.3,72
tt0001326,5.7,72
tt0001330,5.5,48
tt0001332,5.7,43
tt0001333,5.8,70
tt0001334,6.3,23
tt0001336,6.3,24
tt0001337,5.8,68
tt0001338,4.7,18
tt0001340,5.2,112
tt0001348,4.0,13
tt0001351,6.1,78
tt0001353,5.0,15
tt0001358,4.0,30
tt0001370,5.0,25
tt0001371,5.8,470
tt0001377,5.0,33
tt0001378,5.9,242
tt0001380,3.6,13
tt0001381,5.6,46
tt0001385,5.5,92
tt0001386,4.3,21
tt0001387,6.0,36
tt0001388,5.8,103
tt0001396,4.0,20
tt0001399,6.0,17
tt0001400,7.4,19
tt0001401,6.2,42
tt0001407,6.9,25
tt0001410,5.4,26
tt0001414,5.5,87
tt0001423,4.2,16
tt0001428,5.3,68
tt0001431,6.4,949
tt0001432,5.8,52
tt0001439,5.8,297
tt0001440,3.6,27
tt0001443,7.4,18
tt0001444,3.2,37
tt0001446,6.4,19
tt0001452,5.4,252
tt0001454,5.6,50
tt0001456,8.5,21
tt0001458,5.8,261
tt0001459,5.5,67
tt0001460,4.0,19
tt0001461,5.9,45
tt0001463,5.7,1751
tt0001469,5.9,167
tt0001471,3.4,11
tt0001475,7.4,24
tt0001481,5.6,51
tt0001482,5.2,77
tt0001487,6.1,10
tt0001488,6.3,608
tt0001490,5.2,30
tt0001496,4.2,75
tt0001497,7.7,13
tt0001498,8.1,18
tt0001499,5.6,394
tt0001500,5.0,9
tt0001508,5.5,52
tt0001510,5.6,72
tt0001517,6.2,45
tt0001518,5.7,29
tt0001519,5.1,44
tt0001521,5.2,13
tt0001527,7.7,3405
tt0001529,4.5,27
tt0001530,5.4,20
tt0001531,4.6,16
tt0001532,5.1,18
tt0001542,4.4,35
tt0001544,6.0,905
tt0001545,6.1,164
tt0001550,5.4,60
tt0001551,5.2,101
tt0001552,5.5,40
tt0001557,4.9,125
tt0001560,4.4,28
tt0001563,5.8,55
tt0001564,4.6,31
tt0001571,5.6,30
tt0001577,5.6,32
tt0001582,5.3,34
tt0001583,5.3,19
tt0001584,5.0,30
tt0001585,8.1,14
tt0001586,4.4,21
tt0001587,4.0,30
tt0001588,5.4,229
tt0001590,5.5,12
tt0001592,5.8,32
tt0001593,6.2,432
tt0001594,6.3,391
tt0001598,5.8,54
tt0001607,5.4,88
tt0001613,5.3,179
tt0001614,6.5,44
tt0001615,5.4,43
tt0001618,6.0,28
tt0001624,5.0,52
tt0001630,6.0,51
tt0001632,6.4,48
tt0001638,6.8,12
tt0001642,5.1,46
tt0001648,4.2,9
tt0001654,5.5,49
tt0001655,4.9,20
tt0001658,5.9,19
tt0001659,7.6,20
tt0001660,5.6,236
tt0001668,4.2,38
tt0001671,5.3,43
tt0001680,5.0,679
tt0001681,4.7,331
tt0001692,5.2,24
tt0001693,7.1,26
tt0001695,4.8,68
tt0001696,5.8,14
tt0001701,4.7,93
tt0001706,5.0,20
tt0001709,5.5,49
tt0001712,4.6,9
tt0001715,3.9,11
tt0001717,3.4,26
tt0001724,5.7,311
tt0001728,6.4,19
tt0001732,6.0,34
tt0001733,5.6,26
tt0001737,7.1,1935
tt0001738,6.4,66
tt0001740,6.5,1411
tt0001741,4.9,25
tt0001742,6.1,16
tt0001747,5.4,31
tt0001753,6.0,19
tt0001761,5.4,7
tt0001762,4.5,87
tt0001769,5.4,95
tt0001771,5.5,182
tt0001772,6.0,25
tt0001776,6.4,268
tt0001777,5.7,25
tt0001779,7.2,19
tt0001787,8.1,17
tt0001789,6.3,318
tt0001790,5.9,60
tt0001791,5.3,13
tt0001799,4.8,18
tt0001803,2.8,15
tt0001812,5.5,16
tt0001815,6.7,35
tt0001817,5.1,96
tt0001832,5.8,74
tt0001840,4.9,46
tt0001845,5.1,12
tt0001848,4.6,48
tt0001852,4.1,13
tt0001856,4.8,58
tt0001857,5.6,242
tt0001862,5.3,55
tt0001865,5.7,98
tt0001868,5.4,14
tt0001871,4.9,65
tt0001872,7.5,59
tt0001874,7.9,15
tt0001877,5.2,83
tt0001885,6.4,18
tt0001886,5.2,15
tt0001889,3.7,17
tt0001892,5.8,282
tt0001896,5.1,89
tt0001898,5.6,13
tt0001910,5.3,81
tt0001911,3.6,26
tt0001913,5.4,257
tt0001915,5.4,161
tt0001921,6.4,23
tt0001923,7.1,40
tt0001924,7.0,13
tt0001925,5.0,58
tt0001926,5.3,18
tt0001927,6.6,15
tt0001928,4.5,58
tt0001941,5.1,106
tt0001949,5.8,31
tt0001956,6.1,19
tt0001957,5.0,66
tt0001963,5.6,182
tt0001964,5.8,116
tt0001967,6.2,15
tt0001969,7.0,15
tt0001973,6.0,314
tt0001978,5.9,68
tt0001987,6.7,25
tt0001989,6.6,17
tt0001993,4.1,22
tt0001998,4.5,44
tt0002004,5.6,21
tt0002020,4.7,168
tt0002022,6.0,13
tt0002026,4.5,17
tt0002029,6.0,77
tt0002031,4.5,26
tt0002033,5.2,47
tt0002034,5.6,76
tt0002041,4.8,74
tt0002045,4.3,100
tt0002046,4.3,13
