tconst,averageRating,numVotes
tt0048055,7.1,9173
tt0048056,6.1,1407
tt0048064,6.4,1617
tt0048077,5.8,2207
tt0048078,5.2,1041
tt0048087,7.0,2365
tt0048119,6.4,1150
tt0048124,6.4,1695
tt0048127,5.7,9149
tt0048130,7.0,1353
tt0048133,6.7,1170
tt0048140,7.1,20252
tt0048171,6.5,1046
tt0048182,6.8,4326
tt0048186,7.3,1369
tt0048190,6.4,1758
tt0048191,7.2,2622
tt0048198,7.3,5868
tt0048199,7.0,2544
tt0048204,6.3,3017
tt0048210,6.7,1287
tt0048215,5.9,6874
tt0048216,7.0,4177
tt0048233,7.1,4689
tt0048248,6.2,3317
tt0048250,6.4,1240
tt0048254,6.5,27200
tt0048256,2.2,1738
tt0048260,6.3,1765
tt0048261,7.5,22983
tt0048272,7.0,3642
tt0048275,7.6,1859
tt0048280,7.3,155843
tt0048281,7.6,32976
tt0048283,6.6,5084
tt0048287,6.3,1028
tt0048289,6.4,1618
tt0048291,6.4,3012
tt0048308,7.2,6363
tt0048310,6.5,1238
tt0048312,7.2,3522
tt0048316,6.4,5602
tt0048317,7.1,4987
tt0048336,6.4,1391
tt0048337,7.1,1175
tt0048339,6.7,2454
tt0048340,6.8,4172
tt0048342,7.3,12686
tt0048347,7.3,12799
tt0048350,6.2,1414
tt0048356,7.7,28968
tt0048362,7.6,1193
tt0048363,6.5,1860
tt0048380,7.6,19082
tt0048387,6.6,4188
tt0048393,7.1,9699
tt0048394,7.7,4686
tt0048401,6.8,2244
tt0048412,6.5,1445
tt0048421,7.0,1253
tt0048423,6.3,1151
tt0048424,8.0,102861
tt0048432,6.7,2795
tt0048434,8.6,22686
tt0048445,7.0,15059
tt0048449,8.4,6352
tt0048452,8.2,18248
tt0048473,8.2,40247
tt0048475,6.8,1262
tt0048477,7.6,1068
tt0048484,6.3,1581
tt0048488,7.2,3419
tt0048491,7.0,10327
tt0048499,7.0,4627
tt0048500,7.1,3130
tt0048512,6.8,1186
tt0048513,6.5,1091
tt0048527,6.7,2853
tt0048528,6.3,1196
tt0048535,5.9,1520
tt0048538,5.8,1204
tt0048543,7.0,1390
tt0048545,7.6,100985
tt0048554,5.6,7405
tt0048563,6.9,4808
tt0048570,6.7,1915
tt0048572,7.5,1045
tt0048579,7.3,7262
tt0048593,6.4,3546
tt0048604,6.7,1679
tt0048605,7.1,44624
tt0048610,7.3,1141
tt0048613,7.9,3183
tt0048624,7.0,10583
tt0048640,6.2,1842
tt0048641,7.7,15218
tt0048649,7.2,2533
tt0048657,7.9,3077
tt0048667,6.3,4292
tt0048673,7.1,10721
tt0048682,3.4,2107
tt0048691,6.7,3452
tt0048696,6.4,11345
tt0048703,6.0,1562
tt0048705,6.3,3011
tt0048724,6.6,2739
tt0048728,7.4,83810
tt0048729,7.1,6208
tt0048748,6.9,1332
tt0048750,7.0,42839
tt0048752,8.0,8013
tt0048757,7.6,3384
tt0048764,5.3,1207
tt0048789,6.9,3561
tt0048790,6.9,3069
tt0048791,6.6,3150
tt0048801,7.4,11468
tt0048805,6.4,1242
tt0048806,6.9,2619
tt0048811,6.5,1272
tt0048820,7.1,2168
tt0048822,6.5,1820
tt0048845,6.3,2394
tt0048918,6.9,4564
tt0048919,6.9,2967
tt0048933,7.8,5183
tt0048937,5.8,4429
tt0048947,7.0,9888
tt0048954,6.1,1057
tt0048956,8.2,16871
tt0048960,6.7,30972
tt0048966,7.4,6221
tt0048967,6.8,3407
tt0048971,6.2,1754
tt0048973,7.3,8695
tt0048975,6.5,1692
tt0048976,6.6,2032
tt0048977,7.4,16698
tt0048980,8.1,21025
tt0048981,7.5,1694
tt0048983,6.0,1236
tt0048985,7.6,1012
tt0048990,6.6,5144
tt0048991,3.7,1873
tt0048992,4.1,1955
tt0049004,6.6,1663
tt0049006,6.9,6250
tt0049007,6.4,2203
tt0049010,7.4,8562
tt0049012,8.0,6925
tt0049013,6.0,2173
tt0049019,7.1,1674
tt0049020,7.2,1162
tt0049030,6.5,1214
tt0049032,7.7,1710
tt0049034,6.0,1495
tt0049035,6.5,2128
tt0049038,6.3,13179
tt0049042,7.3,1364
tt0049043,7.7,1743
tt0049055,6.5,7067
tt0049061,7.4,4020
tt0049083,6.5,2187
tt0049092,3.7,4075
tt0049095,7.0,1076
tt0049096,7.8,14530
tt0049103,5.6,4333
tt0049107,6.6,1452
tt0049117,5.9,1823
tt0049125,6.6,2601
tt0049128,5.4,2819
tt0049130,6.9,1314
tt0049131,7.4,1280
tt0049147,7.4,1543
tt0049169,6.3,9635
tt0049170,6.8,2240
tt0049177,6.2,2240
tt0049189,6.3,9872
tt0049201,7.1,3912
tt0049207,7.6,1528
tt0049223,7.5,55532
tt0049224,6.0,1539
tt0049225,6.0,1309
tt0049233,7.3,8165
tt0049251,7.5,1286
tt0049259,7.4,1741
tt0049261,7.6,43924
tt0049263,6.8,4132
tt0049271,7.2,1164
tt0049278,6.4,1154
tt0049279,6.8,1493
tt0049287,3.8,1878
tt0049291,7.5,9687
tt0049293,7.1,2067
tt0049301,6.1,2677
tt0049314,6.9,18368
tt0049322,6.4,2471
tt0049357,6.5,2124
tt0049358,5.7,1511
tt0049363,4.4,3273
tt0049366,7.7,57566
tt0049367,6.4,1090
tt0049369,5.1,1310
tt0049370,5.0,2828
tt0049378,8.1,1134
tt0049388,6.2,2302
tt0049397,7.4,3353
tt0049405,6.6,2645
tt0049406,7.9,102145
tt0049407,6.1,2128
tt0049408,7.4,28785
tt0049414,6.7,4679
tt0049419,7.7,1194
tt0049429,6.4,2155
tt0049431,6.3,1884
tt0049432,6.8,1944
tt0049434,7.0,3971
tt0049452,6.2,4936
tt0049456,7.3,12875
tt0049470,7.4,72786
tt0049471,7.4,6103
tt0049474,7.1,4316
tt0049490,6.1,1050
tt0049509,7.1,1482
tt0049513,7.3,23208
tt0049516,5.0,4159
tt0049518,6.9,1923
tt0049521,6.7,2745
tt0049523,6.8,2388
tt0049531,7.6,2820
tt0049537,7.5,1253
tt0049552,7.1,5283
tt0049553,6.4,1371
tt0049578,6.1,2085
tt0049593,6.1,1830
tt0049601,7.7,3883
tt0049615,3.6,2178
tt0049621,6.5,1822
tt0049639,6.9,1752
tt0049646,6.6,7812
tt0049652,6.8,1748
tt0049653,6.9,4453
tt0049656,6.9,2493
tt0049665,7.2,3124
tt0049672,6.4,1116
tt0049674,7.3,5585
tt0049682,6.2,1375
tt0049696,6.4,1620
tt0049710,7.5,6993
tt0049730,7.8,100500
tt0049743,7.4,6342
tt0049745,5.8,1488
tt0049762,6.6,7716
tt0049769,6.5,1356
tt0049777,7.5,2541
tt0049778,7.5,9383
tt0049782,6.2,6401
tt0049783,7.5,1807
tt0049784,7.7,4030
tt0049787,6.7,1082
tt0049794,7.1,1572
tt0049800,6.6,1787
tt0049801,6.3,1284
tt0049815,6.4,3019
tt0049829,7.3,3414
tt0049830,6.6,3946
tt0049833,7.9,81529
tt0049839,7.4,1505
tt0049843,7.4,3975
tt0049844,6.8,1187
tt0049845,7.0,1514
tt0049849,6.3,1650
tt0049856,6.8,2211
tt0049857,6.6,1002
tt0049866,7.7,2191
tt0049869,7.7,1651
tt0049871,7.2,2038
tt0049875,6.8,5547
tt0049877,7.3,4553
tt0049881,6.7,1842
tt0049900,4.8,1374
tt0049902,8.2,29193
tt0049917,7.4,1896
tt0049922,3.6,1895
tt0049933,6.6,1228
tt0049934,6.7,11304
tt0049944,5.8,2032
tt0049949,6.9,7579
tt0049964,5.8,2655
tt0049966,7.3,14139
tt0049967,6.1,3476
tt0050022,7.0,1651
tt0050025,8.4,3602
tt0050032,7.6,10006
tt0050033,8.3,1347
tt0050037,8.0,3925
tt0050051,8.3,12743
tt0050053,7.6,1391
tt0050066,7.9,1406
tt0050073,7.5,4039
tt0050079,8.2,4661
tt0050083,9.0,929433
tt0050084,6.3,8593
tt0050085,6.1,2001
tt0050086,7.6,22986
tt0050087,6.3,1307
tt0050091,7.5,2074
tt0050095,6.4,5341
tt0050097,7.2,1159
tt0050100,7.1,2149
tt0050105,7.4,34723
tt0050111,7.7,2365
tt0050112,7.2,1679
tt0050118,4.6,2937
tt0050123,7.3,1789
tt0050126,6.7,2407
tt0050143,3.6,1160
tt0050147,4.9,4167
tt0050162,7.2,1387
tt0050166,6.5,2723
tt0050168,6.7,1308
tt0050171,6.3,1370
tt0050177,4.0,2902
tt0050188,7.8,10161
tt0050190,6.5,1012
tt0050194,7.5,1651
tt0050197,5.4,3602
tt0050201,4.6,1673
tt0050204,5.9,1009
tt0050208,6.2,2033
tt0050210,5.2,1977
tt0050212,8.1,242497
tt0050213,6.8,1712
tt0050233,7.0,3453
tt0050243,7.7,1688
tt0050246,7.0,1545
tt0050251,6.0,2020
tt0050252,6.2,1002
tt0050271,6.4,3290
tt0050280,7.0,13530
tt0050281,4.5,1329
tt0050283,7.3,1069
tt0050294,5.2,4379
tt0050296,6.8,3738
tt0050301,6.3,1608
tt0050306,6.7,5880
tt0050307,7.2,9961
tt0050322,8.4,1948
tt0050330,7.2,6240
tt0050347,7.2,3768
tt0050356,7.4,12885
tt0050359,7.3,1377
tt0050367,6.7,1145
tt0050371,8.2,18382
tt0050379,5.8,3044
tt0050381,5.4,2514
tt0050383,6.9,2241
tt0050393,6.1,5082
tt0050397,6.0,2104
tt0050398,7.3,1514
tt0050405,6.8,1022
tt0050407,6.9,6800
tt0050414,3.8,2091
tt0050419,7.0,34524
tt0050424,6.6,1318
tt0050432,4.6,4804
tt0050439,5.5,1237
tt0050456,7.1,2522
tt0050458,7.6,5734
tt0050468,7.1,18281
tt0050470,6.3,1738
tt0050487,7.1,1655
tt0050490,7.3,10047
tt0050500,5.6,1205
tt0050530,5.1,2999
tt0050531,5.1,1118
tt0050534,7.3,1247
tt0050539,7.6,21064
tt0050545,5.3,2285
tt0050546,5.3,1730
tt0050549,6.1,1483
tt0050556,6.5,10427
tt0050562,5.6,2858
tt0050567,6.4,2041
tt0050569,7.0,1536
tt0050585,7.9,8433
tt0050598,7.0,9406
tt0050599,5.6,2251
tt0050604,7.3,1220
tt0050610,5.7,2226
tt0050613,8.0,58232
tt0050622,5.7,2142
tt0050629,6.1,4145
tt0050631,6.6,3221
tt0050633,7.4,1014
tt0050634,8.3,21318
tt0050646,5.6,1042
tt0050653,6.7,1103
tt0050658,7.1,17800
tt0050659,6.4,2623
tt0050665,7.7,1673
tt0050669,7.2,2360
tt0050680,6.8,1311
tt0050681,7.1,3046
tt0050699,7.1,3310
tt0050704,6.6,1052
tt0050706,7.7,25280
tt0050709,7.4,1893
tt0050714,7.0,4015
tt0050717,2.5,2911
tt0050720,6.3,4301
tt0050722,5.7,3344
tt0050723,3.7,1465
tt0050725,5.4,1477
tt0050738,6.2,1208
tt0050746,7.2,1661
tt0050749,6.8,2108
tt0050758,7.9,1361
tt0050762,7.2,1973
tt0050763,6.6,4730
tt0050766,7.4,16491
tt0050771,7.1,1330
tt0050778,6.1,2472
tt0050781,6.6,3345
tt0050782,7.7,9649
tt0050783,8.1,55027
tt0050798,7.2,15995
tt0050800,7.4,1247
tt0050803,7.1,2627
tt0050805,6.5,1371
tt0050814,6.6,4347
tt0050815,6.6,6128
tt0050817,6.5,2639
tt0050825,8.4,226588
tt0050839,7.2,6973
tt0050847,6.9,1430
tt0050858,5.7,3407
tt0050861,6.4,9519
tt0050870,8.3,7753
tt0050873,6.7,5056
tt0050882,6.3,4591
tt0050894,6.7,6573
tt0050899,6.6,1005
tt0050902,6.6,1204
tt0050903,6.4,1448
tt0050914,5.5,1212
tt0050915,6.6,2547
tt0050923,6.6,1796
tt0050928,6.4,1346
tt0050933,7.0,8404
tt0050957,3.8,2062
tt0050965,7.7,1194
tt0050972,6.8,4478
tt0050974,6.6,6311
tt0050976,8.1,209063
tt0050985,7.0,2390
tt0050986,8.1,120854
tt0050987,7.5,3282
tt0050993,6.5,1372
tt0051003,7.1,9034
tt0051016,4.8,1617
tt0051019,6.9,1416
tt0051020,4.8,1413
tt0051028,6.2,2774
tt0051036,8.0,38157
tt0051047,7.3,6669
tt0051051,6.9,2874
tt0051055,7.1,4329
tt0051064,2.9,1320
tt0051077,7.2,9253
tt0051078,7.7,1457
tt0051082,7.7,1388
tt0051083,7.3,1380
tt0051087,7.3,7068
tt0051093,8.0,5411
tt0051102,7.0,2625
tt0051111,6.6,1144
tt0051114,6.2,1785
tt0051128,4.7,2785
tt0051133,6.2,1073
tt0051134,3.3,1950
tt0051139,4.3,1426
tt0051141,6.5,1710
tt0051144,5.7,1443
tt0051150,5.8,1413
tt0051151,6.9,1173
tt0051172,7.5,1820
tt0051173,4.6,1050
tt0051182,6.5,1015
tt0051189,8.3,10800
tt0051193,6.6,1154
tt0051196,6.9,4302
tt0051198,6.6,4773
tt0051201,8.4,150467
tt0051204,7.3,1010
tt0051207,7.4,33512
tt0051221,6.6,2442
tt0051226,5.2,1318
tt0051247,7.7,1745
tt0051267,7.4,2042
tt0051283,6.6,4081
tt0051290,8.1,1076
tt0051297,8.2,1517
tt0051301,8.0,1813
tt0051305,8.0,1287
tt0051308,8.3,5509
tt0051311,7.7,1509
tt0051327,8.0,3010
tt0051337,7.0,15581
tt0051365,7.5,11480
tt0051378,7.9,30297
tt0051380,5.1,6736
tt0051381,5.2,3002
tt0051383,7.9,13389
tt0051390,7.5,5722
tt0051393,6.4,1787
tt0051398,5.7,2306
tt0051404,7.1,3946
tt0051406,6.8,14028
tt0051411,7.9,22793
tt0051413,6.0,1767
tt0051418,6.3,30978
tt0051422,5.5,1605
tt0051423,6.4,1476
tt0051429,6.8,5982
tt0051432,4.4,1911
tt0051433,7.0,6848
tt0051435,6.7,3197
tt0051436,6.4,2914
tt0051437,6.8,3466
tt0051452,6.2,3373
tt0051453,6.3,3160
tt0051454,7.2,1966
tt0051459,7.9,55420
tt0051471,7.0,1166
tt0051472,6.5,1869
tt0051477,6.3,1325
tt0051484,5.9,1353
tt0051496,6.7,3676
tt0051501,6.7,1823
tt0051507,4.8,1284
tt0051512,5.3,1004
tt0051516,7.0,3655
tt0051519,6.3,1726
tt0051525,7.6,19133
tt0051532,6.7,1256
tt0051534,6.5,1510
tt0051542,6.4,2448
tt0051554,7.2,29732
tt0051561,7.4,1923
tt0051565,7.1,3753
tt0051566,6.7,2839
tt0051569,6.8,2802
tt0051570,4.7,3653
tt0051579,6.7,1729
tt0051584,7.1,1021
tt0051588,7.8,5906
tt0051622,7.1,26883
tt0051629,6.2,1155
tt0051630,4.9,1604
tt0051631,4.3,1369
tt0051634,6.3,1246
tt0051636,6.9,1238
tt0051638,5.1,1887
tt0051649,6.4,2299
tt0051654,4.5,1060
tt0051655,6.6,1726
tt0051658,6.6,25477
tt0051666,6.5,2221
tt0051667,6.6,1238
tt0051688,6.2,1137
tt0051690,7.0,2255
tt0051693,8.3,1791
tt0051701,8.0,1548
tt0051706,6.2,2266
tt0051713,7.2,4384
tt0051720,7.8,5168
tt0051724,6.1,1224
tt0051732,7.1,1309
tt0051739,6.9,4049
tt0051744,6.7,32749
tt0051745,6.6,10118
tt0051746,5.5,1619
tt0051750,6.4,1746
tt0051755,6.3,3353
tt0051756,6.3,3261
tt0051758,7.5,7821
tt0051759,6.9,1758
tt0051773,6.7,10715
tt0051776,7.2,5631
tt0051786,6.0,6561
tt0051790,7.7,8429
tt0051792,7.8,7081
tt0051808,8.0,44113
tt0051816,6.7,1788
tt0051818,7.0,6773
tt0051819,6.5,1890
tt0051825,7.5,2001
tt0051834,7.2,1345
tt0051845,7.3,4404
tt0051848,6.8,2996
tt0051849,6.4,4880
tt0051850,7.7,6153
tt0051851,7.4,1146
tt0051866,7.3,4906
tt0051878,7.3,12992
tt0051879,7.0,4567
tt0051881,5.1,1097
tt0051885,5.7,1472
tt0051887,6.1,2168
tt0051899,7.0,10114
tt0051911,6.2,1343
tt0051913,6.8,1264
tt0051927,8.3,1881
tt0051942,7.3,1154
tt0051947,5.2,1239
tt0051948,5.8,2224
tt0051952,6.9,1502
tt0051955,7.5,1286
tt0051959,7.2,4955
tt0051964,7.0,1893
tt0051978,6.4,1937
tt0051980,7.8,3982
tt0051983,7.7,6743
tt0051989,7.1,2186
tt0051993,3.5,2458
tt0051994,7.9,18464
tt0052002,7.2,3321
tt0052005,7.5,4711
tt0052013,6.8,1157
tt0052017,7.3,3584
tt0052027,6.9,9007
tt0052031,6.7,1477
tt0052046,7.6,1363
tt0052050,7.0,3922
tt0052056,6.9,1250
tt0052059,6.3,1271
tt0052063,7.6,1365
tt0052073,7.2,1021
tt0052077,3.9,41644
tt0052080,7.7,14262
tt0052097,6.9,2494
tt0052104,4.7,2761
tt0052106,6.6,2185
tt0052117,5.8,1430
tt0052126,6.7,1965
tt0052131,5.7,1660
tt0052135,6.6,1393
tt0052139,7.9,2825
tt0052141,6.6,2449
tt0052148,6.2,1190
tt0052151,7.3,13961
tt0052156,3.4,1696
tt0052169,4.0,4155
tt0052182,7.4,9238
tt0052188,2.9,1178
tt0052190,6.8,3223
tt0052191,6.0,1447
tt0052199,7.0,1049
tt0052207,6.7,1958
tt0052216,7.9,12229
tt0052218,7.2,7833
tt0052225,6.8,10548
tt0052227,4.3,1457
tt0052233,6.8,1680
tt0052270,7.1,1686
tt0052278,7.1,5123
tt0052279,3.6,1819
tt0052286,2.9,1562
tt0052287,6.8,2541
tt0052289,4.3,2106
tt0052293,6.5,4912
tt0052295,6.6,3395
tt0052296,7.6,3916
tt0052301,6.9,1326
tt0052303,6.4,2614
tt0052311,7.9,112783
tt0052320,5.2,5208
tt0052325,5.8,1561
tt0052327,6.9,1079
tt0052330,6.5,3921
tt0052338,6.5,1760
tt0052354,6.7,1041
tt0052357,8.2,445773
tt0052365,7.0,16509
tt0052374,7.5,2978
tt0052378,3.9,2786
tt0052379,5.1,1320
tt0052394,2.3,1440
tt0052395,6.5,1316
tt0052415,7.1,9290
tt0052427,6.4,3016
tt0052442,7.8,2014
tt0052445,7.3,1325
tt0052451,7.3,11842
tt0052461,7.0,2770
tt0052481,7.7,1645
tt0052490,7.7,2196
tt0052504,7.9,4926
tt0052507,7.8,4907
tt0052520,9.0,100878
tt0052522,8.0,3262
tt0052530,5.8,2290
tt0052543,6.7,2063
tt0052545,6.4,1716
tt0052549,5.6,2688
tt0052556,7.2,6202
tt0052561,8.0,75352
tt0052563,5.7,1210
tt0052564,5.3,4101
tt0052571,6.9,1010
tt0052572,8.4,17685
tt0052587,5.1,1981
tt0052589,6.9,1268
tt0052600,8.2,11842
tt0052602,6.1,6675
tt0052603,7.1,1153
tt0052604,5.1,1145
tt0052607,6.6,1844
tt0052609,4.3,2425
tt0052611,5.7,3105
tt0052617,6.0,1240
tt0052618,8.1,263976
tt0052619,6.6,2512
tt0052631,6.4,1306
tt0052644,6.9,1620
tt0052646,4.5,7902
tt0052654,7.9,9029
tt0052655,6.7,8551
tt0052667,5.9,1761
tt0052676,6.2,2805
tt0052680,6.3,1700
tt0052696,6.4,1787
tt0052698,7.5,4759
tt0052700,7.4,8107
tt0052708,7.2,3413
tt0052713,6.8,3459
tt0052718,6.0,1551
tt0052719,2.8,1111
tt0052722,7.1,9836
tt0052724,7.3,4719
tt0052733,6.6,2388
tt0052735,6.9,3106
tt0052738,7.4,14167
tt0052751,7.8,2565
tt0052765,6.5,1509
tt0052771,6.5,1281
tt0052782,4.6,2435
tt0052784,7.7,2464
tt0052786,7.3,2046
tt0052792,6.5,4068
tt0052805,5.4,1888
tt0052809,7.1,2209
tt0052810,6.8,1428
tt0052811,6.9,2531
tt0052820,5.7,1356
tt0052829,6.3,1380
tt0052832,7.1,7672
tt0052837,6.8,2343
tt0052838,6.8,1415
tt0052846,3.7,4555
tt0052847,6.6,4050
tt0052849,3.1,1154
tt0052850,3.8,1056
tt0052852,7.8,1218
tt0052861,8.1,4860
tt0052862,5.8,1832
tt0052864,5.3,2692
tt0052876,7.1,5106
tt0052877,6.6,1262
tt0052880,5.6,1054
tt0052888,4.4,1670
tt0052891,3.4,1072
tt0052893,7.8,37978
tt0052896,6.2,3003
tt0052901,5.9,1842
tt0052902,7.1,12329
tt0052905,6.9,13468
tt0052911,7.1,4595
tt0052918,7.8,19150
tt0052920,4.6,1101
tt0052924,6.6,3126
tt0052929,5.0,2050
tt0052933,6.5,3270
tt0052934,6.0,1118
tt0052942,7.9,2079
tt0052946,6.3,1513
tt0052948,7.0,20583
tt0052950,6.8,1965
tt0052954,7.8,2957
tt0052957,6.8,1060
tt0052961,7.6,2807
tt0052969,4.2,5922
tt0052987,6.4,1522
tt0052990,6.8,1105
tt0052993,7.3,9311
tt0052997,7.2,5581
tt0053001,6.7,1566
tt0053002,6.8,1596
tt0053003,7.2,1706
tt0053017,6.6,1610
tt0053033,7.0,1607
tt0053039,7.4,1683
tt0053041,6.3,2604
tt0053050,7.5,1526
tt0053054,6.9,1895
tt0053065,7.1,1732
tt0053072,4.1,1583
tt0053084,6.9,9809
tt0053085,6.6,11887
tt0053103,4.3,1233
tt0053106,7.8,4625
tt0053108,5.8,3536
tt0053114,8.5,10222
tt0053115,8.5,8189
tt0053121,7.9,5569
tt0053125,8.3,360999
tt0053126,7.1,3268
tt0053131,7.5,12271
tt0053133,7.4,5921
tt0053134,7.8,11790
tt0053137,7.1,15099
tt0053143,7.2,16710
tt0053146,7.4,12895
tt0053168,7.6,26596
tt0053172,7.4,20248
tt0053176,7.7,3878
tt0053182,6.9,2025
tt0053183,7.0,5551
tt0053198,8.0,131627
tt0053219,5.7,5455
tt0053220,7.1,7165
tt0053221,8.0,71156
tt0053226,7.5,7832
tt0053232,3.7,1321
tt0053240,4.3,1545
tt0053241,2.7,5301
tt0053242,7.2,2753
tt0053244,6.8,2126
tt0053247,6.8,2658
tt0053250,4.7,3386
tt0053258,6.5,1889
tt0053270,7.2,13137
tt0053271,6.4,5868
tt0053272,7.0,1616
tt0053279,7.2,2447
tt0053285,7.2,167323
tt0053290,6.2,4067
tt0053291,8.2,295706
tt0053298,6.2,1068
tt0053317,7.9,3959
tt0053318,7.5,18231
tt0053320,6.9,4088
tt0053333,7.0,1057
tt0053334,6.4,1519
tt0053337,3.9,4071
tt0053341,6.5,1303
tt0053348,6.5,1360
tt0053351,6.4,2573
tt0053352,7.0,1355
tt0053354,6.6,2581
tt0053361,7.4,3473
tt0053363,6.6,10106
tt0053388,5.6,1707
tt0053390,7.9,9447
tt0053399,6.4,2336
tt0053403,7.1,1800
tt0053434,7.1,7411
tt0053441,6.5,1616
tt0053445,6.3,1024
tt0053453,6.1,2389
tt0053454,6.8,3769
tt0053455,6.7,3105
tt0053457,6.6,1377
tt0053458,7.1,1414
tt0053459,7.6,37330
tt0053462,7.4,4438
tt0053464,2.4,3183
tt0053472,7.7,91277
tt0053473,6.6,1479
tt0053479,8.4,18101
tt0053488,8.6,37014
tt0053494,5.6,6351
tt0053496,7.9,1492
tt0053502,7.5,43062
tt0053525,7.1,4845
tt0053534,7.7,2104
tt0053546,8.2,1761
tt0053559,6.0,7869
tt0053570,7.6,1477
tt0053571,6.2,1656
tt0053579,7.9,6474
tt0053580,6.8,18758
tt0053593,4.2,2888
tt0053598,3.2,1328
tt0053602,7.2,1779
tt0053604,8.3,209341
tt0053611,3.7,5090
tt0053619,7.7,35434
tt0053622,6.3,7717
tt0053636,7.0,1297
tt0053638,6.2,1041
tt0053640,2.6,1202
tt0053643,7.3,2023
tt0053644,6.5,5004
tt0053645,6.9,3960
tt0053651,5.3,2280
tt0053666,7.2,3322
tt0053677,6.6,9482
tt0053690,6.3,2636
tt0053696,6.3,1054
tt0053699,6.2,2985
tt0053715,6.4,3626
tt0053716,5.9,3916
tt0053717,6.0,2629
tt0053719,6.7,9213
tt0053724,7.3,1711
tt0053729,7.0,4740
tt0053740,6.8,1863
tt0053742,5.7,1050
tt0053746,7.3,1169
tt0053752,6.6,1048
tt0053765,7.7,3058
tt0053768,4.9,1934
tt0053772,7.1,4835
tt0053779,8.0,82694
tt0053793,7.7,13778
tt0053796,7.1,3961
tt0053802,6.5,1545
tt0053804,6.7,12171
tt0053810,6.3,1852
tt0053825,6.5,4299
tt0053841,6.7,3346
tt0053848,6.2,4685
tt0053849,7.1,2120
tt0053856,7.7,3897
tt0053877,6.4,6101
tt0053879,6.9,1777
tt0053882,6.4,3248
tt0053891,5.2,1210
tt0053899,6.6,1320
tt0053900,7.0,1599
tt0053901,6.9,1681
tt0053902,5.9,1586
tt0053917,7.4,4044
tt0053925,6.9,16513
tt0053935,7.7,7072
tt0053944,3.1,1399
tt0053946,8.1,34323
tt0053957,6.3,3357
tt0053961,6.1,1087
tt0053967,7.4,3206
tt0053976,8.0,32855
tt0053987,7.4,7529
tt0053994,6.6,1701
tt0054001,7.7,2201
tt0054004,6.9,2294
tt0054016,6.7,2599
tt0054017,4.7,2276
tt0054020,4.8,2394
tt0054022,6.4,8347
tt0054033,6.2,20575
tt0054037,6.7,1041
tt0054038,5.5,4838
tt0054042,8.3,4808
tt0054047,7.7,106908
tt0054049,7.0,1172
tt0054067,7.1,19037
tt0054073,7.8,3458
tt0054084,6.7,6320
tt0054086,5.4,2116
tt0054091,6.9,1356
tt0054095,6.2,1186
tt0054098,8.1,9238
tt0054099,6.5,2275
tt0054102,6.6,1794
tt0054115,7.1,1768
tt0054116,7.4,2173
tt0054119,7.3,1682
tt0054127,6.9,8876
tt0054130,7.9,25409
tt0054135,6.5,26313
tt0054144,8.0,5124
tt0054152,7.2,6387
tt0054156,6.8,2823
tt0054159,7.4,2317
tt0054167,7.6,42061
tt0054172,5.4,1199
tt0054176,7.4,2450
tt0054177,7.1,8468
tt0054188,6.4,5182
tt0054189,7.7,22386
tt0054195,7.4,12001
tt0054197,6.4,1924
tt0054198,7.3,6341
tt0054205,7.1,1586
tt0054209,6.7,1396
tt0054215,8.5,754352
tt0054225,7.4,2651
tt0054230,6.6,1618
tt0054240,3.0,3493
tt0054243,6.7,1475
tt0054248,8.2,24261
tt0054269,7.5,9712
tt0054279,7.3,4131
tt0054285,3.9,1792
tt0054286,6.9,2657
tt0054292,7.4,5728
tt0054295,6.5,1850
tt0054296,6.8,1381
tt0054307,6.9,1402
tt0054310,7.2,8736
tt0054324,6.1,1016
tt0054325,6.6,1437
tt0054326,7.1,1879
tt0054330,3.7,1095
tt0054331,7.9,148202
tt0054333,2.7,4329
tt0054343,6.7,1575
tt0054345,7.1,2803
tt0054346,6.2,1389
tt0054353,7.1,5090
tt0054354,6.8,1563
tt0054357,7.1,19098
tt0054358,5.8,1585
tt0054366,6.9,1054
tt0054367,5.9,1293
tt0054371,6.9,4069
tt0054377,7.2,3932
tt0054387,7.5,46830
tt0054389,7.4,21380
tt0054390,6.8,1096
tt0054393,4.9,3138
tt0054395,6.4,1421
tt0054403,7.1,1189
tt0054407,8.5,21977
tt0054412,7.5,4901
tt0054413,7.7,1570
tt0054415,3.4,1506
tt0054416,6.3,3642
tt0054417,6.8,2868
tt0054422,5.6,1373
tt0054425,7.2,2184
tt0054426,7.0,1172
tt0054428,6.5,10420
tt0054442,7.2,1643
tt0054443,7.3,20149
tt0054446,5.9,1534
tt0054452,7.6,4900
tt0054453,6.3,2720
tt0054460,8.0,14872
tt0054462,4.8,5846
tt0054469,6.7,3252
tt0054473,6.5,1878
tt0054476,7.5,6474
tt0054483,6.9,2872
tt0054494,6.9,7087
tt0054495,7.4,1427
tt0054518,8.3,9429
tt0054528,7.7,2014
tt0054533,8.4,12577
tt0054535,7.0,1081
tt0054545,7.2,2270
tt0054557,6.9,4962
tt0054572,7.1,8433
tt0054593,7.5,1115
tt0054594,6.7,9706
tt0054599,7.6,10690
tt0054601,6.6,1130
tt0054614,7.1,1737
tt0054615,6.1,1025
tt0054632,7.6,26115
tt0054638,7.9,1160
tt0054640,7.0,1626
tt0054642,5.5,2242
