tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0035423,movie,Kate & Leopold,Kate & Leopold,0.0,2001.0,,118.0,"Comedy,Fantasy,Romance",6.4,91923
tt0038687,movie,Let There Be Light,Let There Be Light,0.0,1980.0,,58.0,"Documentary,War",7.4,2099
tt0040559,movie,The Machine to Kill Bad People,La macchina ammazzacattivi,0.0,1952.0,,83.0,"Comedy,Fantasy",6.7,1022
tt0042210,movie,Utopia,Atoll K,0.0,1951.0,,82.0,Comedy,5.5,2328
tt0042539,movie,Halls of Montezuma,Halls of Montezuma,0.0,1951.0,,113.0,"Action,Adventure,Drama",6.6,3073
tt0042619,movie,Diary of a Country Priest,Journal d'un curé de campagne,0.0,1951.0,,95.0,Drama,7.7,13222
tt0042851,movie,Pool of London,Pool of London,0.0,1951.0,,85.0,"Crime,Drama",7.1,1348
tt0043018,movie,Susana,Susana,0.0,1951.0,,86.0,Drama,7.2,2381
tt0043255,movie,Bud Abbott and Lou Costello Meet the Invisible Man,Bud Abbott Lou Costello Meet the Invisible Man,0.0,1951.0,,82.0,"Comedy,Family,Horror",6.6,6431
tt0043262,movie,Across the Wide Missouri,Across the Wide Missouri,0.0,1951.0,,78.0,"Adventure,Drama,Romance",6.2,2378
tt0043265,movie,The African Queen,The African Queen,0.0,1951.0,,105.0,"Adventure,Drama,Romance",7.7,86932
tt0043274,movie,Alice in Wonderland,Alice in Wonderland,0.0,1951.0,,75.0,"Adventure,Animation,Comedy",7.3,161073
tt0043276,movie,Along the Great Divide,Along the Great Divide,0.0,1951.0,,88.0,Western,6.8,2455
tt0043278,movie,An American in Paris,An American in Paris,0.0,1951.0,,114.0,"Drama,Musical,Romance",7.1,38222
tt0043286,movie,Angels in the Outfield,Angels in the Outfield,0.0,1951.0,,99.0,"Comedy,Family,Fantasy",7.1,3161
tt0043288,movie,Anne of the Indies,Anne of the Indies,0.0,1951.0,,81.0,"Action,Adventure,Drama",6.6,1609
tt0043291,movie,Apache Drums,Apache Drums,0.0,1951.0,,76.0,"Action,Adventure,Drama",6.5,1015
tt0043299,movie,As Young as You Feel,As Young as You Feel,0.0,1951.0,,77.0,Comedy,6.5,1592
tt0043303,movie,The Red Inn,L'auberge rouge,0.0,1951.0,,98.0,"Comedy,Crime",7.2,1662
tt0043306,movie,Awaara,Awaara,0.0,1951.0,,193.0,"Drama,Musical,Romance",7.8,4749
tt0043313,movie,Early Summer,Bakushû,0.0,1951.0,,125.0,"Comedy,Drama,Romance",8.0,10221
tt0043325,movie,Bedtime for Bonzo,Bedtime for Bonzo,0.0,1951.0,,83.0,"Comedy,Family,Romance",5.5,1153
tt0043332,movie,Bellissima,Bellissima,0.0,1951.0,,108.0,Drama,7.7,5813
tt0043338,movie,Ace in the Hole,Ace in the Hole,0.0,1951.0,,111.0,"Drama,Film-Noir",8.1,40920
tt0043340,movie,The Big Night,The Big Night,0.0,1951.0,,75.0,"Drama,Film-Noir,Thriller",6.3,1191
tt0043360,movie,Bride of the Gorilla,Bride of the Gorilla,0.0,1951.0,,70.0,"Adventure,Horror",4.4,1523
tt0043361,movie,Bright Victory,Bright Victory,0.0,1951.0,,97.0,"Drama,Romance,War",7.3,1092
tt0043362,movie,The Browning Version,The Browning Version,0.0,1951.0,,90.0,Drama,8.0,5690
tt0043379,movie,Captain Horatio Hornblower,Captain Horatio Hornblower R.N.,0.0,1951.0,,117.0,"Action,Adventure,Drama",7.3,7984
tt0043386,movie,Casque d'Or,Casque d'or,0.0,1952.0,,94.0,"Crime,Drama,Romance",7.6,6463
tt0043390,movie,Cause for Alarm!,Cause for Alarm!,0.0,1951.0,,74.0,"Crime,Drama,Film-Noir",6.4,2808
tt0043408,movie,The Cimarron Kid,The Cimarron Kid,0.0,1952.0,,84.0,Western,6.3,1229
tt0043409,movie,Circle of Danger,Circle of Danger,0.0,1951.0,,86.0,"Drama,Mystery,Romance",6.5,1140
tt0043411,movie,The Emperor and the Golem,Císaruv pekar - Pekaruv císar,0.0,1952.0,,110.0,"Comedy,Fantasy",8.0,1518
tt0043425,movie,Comin' Round the Mountain,Comin' Round the Mountain,0.0,1951.0,,77.0,"Comedy,Musical",6.2,1511
tt0043435,movie,Cry Danger,Cry Danger,0.0,1951.0,,79.0,"Crime,Drama,Film-Noir",7.3,2928
tt0043436,movie,"Cry, the Beloved Country","Cry, the Beloved Country",0.0,1951.0,,103.0,Drama,7.0,1054
tt0043455,movie,David and Bathsheba,David and Bathsheba,0.0,1951.0,,116.0,"Drama,Family,History",6.1,2807
tt0043456,movie,The Day the Earth Stood Still,The Day the Earth Stood Still,0.0,1951.0,,92.0,"Drama,Sci-Fi",7.7,88054
tt0043458,movie,Death of a Salesman,Death of a Salesman,0.0,1951.0,,115.0,Drama,7.2,1271
tt0043459,movie,Decision Before Dawn,Decision Before Dawn,0.0,1951.0,,119.0,"Drama,War",7.2,3153
tt0043461,movie,The Desert Fox: The Story of Rommel,The Desert Fox: The Story of Rommel,0.0,1951.0,,88.0,"Biography,Drama,War",6.9,6970
tt0043465,movie,Detective Story,Detective Story,0.0,1951.0,,103.0,"Crime,Drama,Film-Noir",7.5,9926
tt0043469,movie,Distant Drums,Distant Drums,0.0,1951.0,,101.0,"Action,Adventure,Drama",6.3,2495
tt0043476,movie,Double Dynamite,Double Dynamite,0.0,1951.0,,80.0,"Adventure,Comedy,Music",5.9,1374
tt0043503,movie,The Enforcer,The Enforcer,0.0,1951.0,,87.0,"Crime,Film-Noir,Thriller",7.2,5924
tt0043511,movie,Europe '51,Europa '51,0.0,1952.0,,118.0,Drama,7.4,5139
tt0043526,movie,Father's Little Dividend,Father's Little Dividend,0.0,1951.0,,82.0,"Comedy,Drama,Romance",6.5,4505
tt0043539,movie,Five,Five,0.0,1951.0,,93.0,"Drama,Horror,Sci-Fi",6.3,1781
tt0043540,movie,Fixed Bayonets!,Fixed Bayonets!,0.0,1951.0,,92.0,"Action,Drama,War",6.9,2207
tt0043545,movie,Flight to Mars,Flight to Mars,0.0,1951.0,,72.0,"Drama,Sci-Fi",5.1,1469
tt0043547,movie,Flying Leathernecks,Flying Leathernecks,0.0,1951.0,,102.0,"Action,Drama,War",6.3,5805
tt0043560,movie,Fourteen Hours,Fourteen Hours,0.0,1951.0,,92.0,"Drama,Film-Noir,Thriller",7.1,3260
tt0043565,movie,The Frogmen,The Frogmen,0.0,1951.0,,96.0,"Adventure,Drama,War",6.5,1631
tt0043567,movie,Miss Julie,Fröken Julie,0.0,1951.0,,90.0,"Drama,Romance",7.2,2187
tt0043590,movie,Go for Broke!,Go for Broke!,0.0,1951.0,,92.0,"Drama,History,War",6.6,1928
tt0043595,movie,"Goodbye, My Fancy","Goodbye, My Fancy",0.0,1951.0,,107.0,"Comedy,Romance",6.0,1028
tt0043599,movie,The Great Caruso,The Great Caruso,0.0,1951.0,,109.0,"Biography,Drama,Music",6.5,1579
tt0043606,movie,Cops and Robbers,Guardie e ladri,0.0,1951.0,,105.0,"Comedy,Drama",7.7,1925
tt0043614,movie,The Idiot,Hakuchi,0.0,1951.0,,166.0,"Drama,Romance",7.1,5974
tt0043625,movie,He Ran All the Way,He Ran All the Way,0.0,1951.0,,77.0,"Crime,Drama,Film-Noir",7.0,3250
tt0043633,movie,Here Comes the Groom,Here Comes the Groom,0.0,1951.0,,113.0,"Comedy,Musical,Romance",6.3,1249
tt0043643,movie,His Kind of Woman,His Kind of Woman,0.0,1951.0,,120.0,"Action,Crime,Film-Noir",7.0,5305
tt0043646,movie,Hollywood Story,Hollywood Story,0.0,1951.0,,77.0,"Crime,Drama,Film-Noir",6.7,1136
tt0043651,movie,Home Town Story,Home Town Story,0.0,1951.0,,61.0,"Comedy,Drama,Romance",4.9,1163
tt0043655,movie,The Hoodlum,The Hoodlum,0.0,1951.0,,61.0,"Crime,Drama,Film-Noir",6.2,1256
tt0043660,movie,The House on Telegraph Hill,The House on Telegraph Hill,0.0,1951.0,,93.0,"Crime,Drama,Film-Noir",6.9,4171
tt0043665,movie,I Was a Communist for the F.B.I.,I Was a Communist for the F.B.I.,0.0,1951.0,,83.0,"Crime,Drama,Film-Noir",6.1,1007
tt0043668,movie,I'll Never Forget You,The House in the Square,0.0,1951.0,,90.0,"Drama,Fantasy,Romance",7.0,1121
tt0043669,movie,I'll See You in My Dreams,I'll See You in My Dreams,0.0,1951.0,,110.0,"Biography,Comedy,Drama",6.7,1271
tt0043686,movie,Forbidden Games,Jeux interdits,0.0,1952.0,,86.0,"Drama,War",8.0,13752
tt0043687,movie,Jim Thorpe -- All-American,Jim Thorpe -- All-American,0.0,1951.0,,107.0,"Biography,Drama,Family",6.9,2424
tt0043709,movie,Kind Lady,Kind Lady,0.0,1951.0,,78.0,"Crime,Drama,Film-Noir",7.1,1238
tt0043727,movie,Laughter in Paradise,Laughter in Paradise,0.0,1951.0,,93.0,Comedy,7.1,2187
tt0043733,movie,The Lemon Drop Kid,The Lemon Drop Kid,0.0,1951.0,,91.0,"Comedy,Crime,Music",7.0,2403
tt0043736,movie,Let's Make It Legal,Let's Make It Legal,0.0,1951.0,,77.0,"Comedy,Drama,Romance",6.1,1436
tt0043744,movie,Lightning Strikes Twice,Lightning Strikes Twice,0.0,1951.0,,91.0,"Crime,Drama,Film-Noir",6.5,1580
tt0043751,movie,Lone Star,Lone Star,0.0,1952.0,,94.0,"Drama,Western",6.2,1328
tt0043757,movie,Lost Continent,Lost Continent,0.0,1951.0,,83.0,"Adventure,Fantasy,Sci-Fi",3.4,1855
tt0043759,movie,Love Nest,Love Nest,0.0,1951.0,,84.0,"Comedy,Drama,Romance",6.2,1535
tt0043762,movie,Lullaby of Broadway,Lullaby of Broadway,0.0,1951.0,,92.0,"Comedy,Musical,Romance",6.7,1316
tt0043766,movie,M,M,0.0,1951.0,,88.0,"Crime,Drama,Film-Noir",6.8,2486
tt0043769,movie,The Magic Box,The Magic Box,0.0,1951.0,,118.0,"Biography,Drama,History",7.0,1466
tt0043778,movie,The Man from Planet X,The Man from Planet X,0.0,1951.0,,71.0,"Horror,Romance,Sci-Fi",5.7,3273
tt0043781,movie,Man in the Saddle,Man in the Saddle,0.0,1951.0,,87.0,Western,6.3,1673
tt0043782,movie,The Man with a Cloak,The Man with a Cloak,0.0,1951.0,,84.0,"Crime,Drama,Mystery",6.6,1509
tt0043792,movie,The Mating Season,The Mating Season,0.0,1951.0,,101.0,"Comedy,Drama,Romance",7.4,2054
tt0043801,movie,Repast,Meshi,0.0,1951.0,,97.0,Drama,7.6,1902
tt0043809,movie,Miracle in Milan,Miracolo a Milano,0.0,1951.0,,97.0,"Comedy,Drama,Fantasy",7.6,9041
tt0043812,movie,The Mob,The Mob,0.0,1951.0,,87.0,"Crime,Drama,Film-Noir",7.1,2857
tt0043813,movie,The Model and the Marriage Broker,The Model and the Marriage Broker,0.0,1951.0,,103.0,"Comedy,Romance",7.0,1098
tt0043827,movie,My Favorite Spy,My Favorite Spy,0.0,1951.0,,93.0,"Comedy,Crime,Music",6.5,1391
tt0043828,movie,My Forbidden Past,My Forbidden Past,0.0,1951.0,,70.0,"Crime,Drama,Romance",6.1,1257
tt0043859,movie,No Highway in the Sky,No Highway in the Sky,0.0,1951.0,,98.0,"Drama,Thriller",7.1,4764
tt0043861,movie,No Questions Asked,No Questions Asked,0.0,1951.0,,80.0,"Crime,Drama,Film-Noir",6.7,1123
tt0043873,movie,Has Anybody Seen My Gal,Has Anybody Seen My Gal,0.0,1952.0,,89.0,"Comedy,Musical",7.1,1944
tt0043879,movie,On Dangerous Ground,On Dangerous Ground,0.0,1951.0,,82.0,"Drama,Film-Noir",7.2,8755
tt0043880,movie,On Moonlight Bay,On Moonlight Bay,0.0,1951.0,,95.0,"Comedy,Family,Musical",6.9,3245
tt0043882,movie,On the Riviera,On the Riviera,0.0,1951.0,,89.0,"Comedy,Musical",6.3,1228
tt0043885,movie,Only the Valiant,Only the Valiant,0.0,1951.0,,105.0,"Drama,Western",6.5,1895
tt0043887,movie,Operation Pacific,Operation Pacific,0.0,1951.0,,111.0,"Drama,Romance,War",6.6,4036
tt0043892,movie,Miss Oyu,Oyû-sama,0.0,1951.0,,94.0,"Drama,Romance",7.4,2005
tt0043895,movie,The Painted Hills,The Painted Hills,0.0,1951.0,,68.0,"Drama,Family,Western",4.2,1305
tt0043899,movie,Pandora and the Flying Dutchman,Pandora and the Flying Dutchman,0.0,1951.0,,124.0,"Drama,Fantasy,Mystery",6.9,5045
tt0043910,movie,Payment on Demand,Payment on Demand,0.0,1951.0,,90.0,Drama,6.9,1967
tt0043914,movie,The People Against O'Hara,The People Against O'Hara,0.0,1951.0,,102.0,"Crime,Drama,Film-Noir",6.8,1589
tt0043915,movie,People Will Talk,People Will Talk,0.0,1951.0,,110.0,"Comedy,Drama,Romance",7.3,7438
tt0043918,movie,The Little World of Don Camillo,Don Camillo,0.0,1952.0,,107.0,Comedy,7.6,5062
tt0043924,movie,A Place in the Sun,A Place in the Sun,0.0,1951.0,,122.0,"Drama,Romance",7.7,25944
tt0043927,movie,La Poison,La poison,0.0,1951.0,,85.0,"Comedy,Crime",7.4,1774
tt0043938,movie,The Prowler,The Prowler,0.0,1951.0,,92.0,"Drama,Film-Noir,Thriller",7.1,4862
tt0043949,movie,Quo Vadis,Quo Vadis,0.0,1951.0,,171.0,"Drama,Romance",7.1,17696
tt0043954,movie,Racket Girls,Racket Girls,0.0,1951.0,,70.0,"Action,Crime,Drama",1.9,1158
tt0043955,movie,The Racket,The Racket,0.0,1951.0,,88.0,"Crime,Drama,Film-Noir",6.7,3501
tt0043959,movie,Rawhide,Rawhide,0.0,1951.0,,89.0,"Drama,Romance,Western",7.1,3416
tt0043961,movie,The Red Badge of Courage,The Red Badge of Courage,0.0,1951.0,,69.0,"Drama,War",7.1,5144
tt0043972,movie,The River,The River,0.0,1951.0,,99.0,"Drama,Romance",7.4,7174
tt0043973,movie,Roadblock,Roadblock,0.0,1951.0,,73.0,"Crime,Drama,Film-Noir",6.6,1654
tt0043983,movie,Royal Wedding,Royal Wedding,0.0,1951.0,,93.0,"Comedy,Musical,Romance",6.7,6417
tt0043989,movie,Sailor Beware,Sailor Beware,0.0,1952.0,,108.0,"Comedy,Musical,Romance",6.2,1503
tt0043992,movie,Santa Fe,Santa Fe,0.0,1951.0,,87.0,Western,6.1,1223
tt0044000,movie,The White Sheik,Lo sceicco bianco,0.0,1952.0,,83.0,"Comedy,Drama,Romance",7.2,7256
tt0044008,movie,A Christmas Carol,Scrooge,0.0,1951.0,,86.0,"Drama,Family,Fantasy",8.1,27555
tt0044012,movie,Sealed Cargo,Sealed Cargo,0.0,1951.0,,90.0,"Drama,Romance,War",6.7,1006
tt0044015,movie,The Secret of Convict Lake,The Secret of Convict Lake,0.0,1951.0,,83.0,"Drama,Western",6.9,1624
tt0044030,movie,Show Boat,Show Boat,0.0,1951.0,,108.0,"Drama,Family,Musical",6.8,5572
tt0044040,movie,Sirocco,Sirocco,0.0,1951.0,,98.0,"Action,Drama,Film-Noir",6.2,2951
tt0044060,movie,Summer Interlude,Sommarlek,0.0,1951.0,,96.0,"Drama,Romance",7.5,6994
tt0044072,movie,The Steel Helmet,The Steel Helmet,0.0,1951.0,,85.0,"Action,Drama,War",7.4,5000
tt0044078,movie,The Strange Door,The Strange Door,0.0,1951.0,,81.0,"Horror,Thriller",6.2,1339
tt0044079,movie,Strangers on a Train,Strangers on a Train,0.0,1951.0,,101.0,"Crime,Drama,Film-Noir",7.9,145774
tt0044081,movie,A Streetcar Named Desire,A Streetcar Named Desire,0.0,1951.0,,122.0,Drama,7.9,117628
tt0044084,movie,Mexican Bus Ride,Subida al cielo,0.0,1952.0,,74.0,Comedy,6.9,1508
tt0044091,movie,Superman and the Mole-Men,Superman and the Mole-Men,0.0,1951.0,,58.0,"Action,Adventure,Drama",5.5,2522
tt0044103,movie,The Tales of Hoffmann,The Tales of Hoffmann,0.0,1951.0,,128.0,"Fantasy,Music,Musical",7.1,4315
tt0044105,movie,The Tall Target,The Tall Target,0.0,1951.0,,78.0,"Adventure,Crime,Drama",7.2,2575
tt0044110,movie,Ten Tall Men,Ten Tall Men,0.0,1951.0,,97.0,"Action,Adventure,War",6.0,1232
tt0044119,movie,That's My Boy,That's My Boy,0.0,1951.0,,104.0,"Comedy,Music,Sport",6.1,1187
tt0044121,movie,The Thing from Another World,The Thing from Another World,0.0,1951.0,,87.0,"Horror,Sci-Fi",7.0,35350
tt0044128,movie,Thunder on the Hill,Thunder on the Hill,0.0,1951.0,,84.0,"Crime,Drama,Mystery",6.8,1510
tt0044135,movie,Tomahawk,Tomahawk,0.0,1951.0,,82.0,"Drama,Western",6.4,1174
tt0044136,movie,Tomorrow Is Another Day,Tomorrow Is Another Day,0.0,1951.0,,90.0,"Crime,Drama,Film-Noir",7.1,1929
tt0044167,movie,Unknown World,Unknown World,0.0,1951.0,,74.0,"Adventure,Sci-Fi",4.1,1424
tt0044186,movie,Vengeance Valley,Vengeance Valley,0.0,1951.0,,83.0,"Drama,Western",5.9,2637
tt0044188,movie,The Lost Man,Der Verlorene,0.0,1951.0,,98.0,"Crime,Drama,Thriller",7.0,1213
tt0044205,movie,Westward the Women,Westward the Women,0.0,1951.0,,118.0,"Adventure,Drama,Western",7.6,4131
tt0044207,movie,When Worlds Collide,When Worlds Collide,0.0,1951.0,,83.0,"Action,Sci-Fi,Thriller",6.6,9889
tt0044314,movie,5 Fingers,5 Fingers,0.0,1952.0,,108.0,"Crime,Drama,Mystery",7.6,5723
tt0044320,movie,Abbott and Costello Meet Captain Kidd,Abbott and Costello Meet Captain Kidd,0.0,1952.0,,70.0,"Adventure,Comedy,Musical",5.7,2400
tt0044324,movie,Above and Beyond,Above and Beyond,0.0,1952.0,,122.0,"Biography,Drama,War",6.9,1430
tt0044331,movie,Affair in Trinidad,Affair in Trinidad,0.0,1952.0,,98.0,"Crime,Drama,Film-Noir",6.6,3382
tt0044333,movie,Against All Flags,Against All Flags,0.0,1952.0,,84.0,"Action,Adventure,Drama",6.5,3128
tt0044355,movie,Androcles and the Lion,Androcles and the Lion,0.0,1952.0,,98.0,"Adventure,Comedy,Family",6.0,1134
tt0044357,movie,Angel Face,Angel Face,0.0,1952.0,,91.0,"Crime,Drama,Film-Noir",7.2,9683
tt0044364,movie,Another Man's Poison,Another Man's Poison,0.0,1951.0,,90.0,"Crime,Drama,Film-Noir",6.8,3810
tt0044370,movie,April in Paris,April in Paris,0.0,1952.0,,100.0,"Comedy,Musical,Romance",5.9,1597
tt0044386,movie,Robinson Crusoe,Robinson Crusoe,0.0,1954.0,,90.0,"Adventure,Drama,Family",6.6,4768
tt0044391,movie,The Bad and the Beautiful,The Bad and the Beautiful,0.0,1952.0,,118.0,"Drama,Romance",7.7,17210
tt0044406,movie,Bela Lugosi Meets a Brooklyn Gorilla,Bela Lugosi Meets a Brooklyn Gorilla,0.0,1952.0,,74.0,"Comedy,Horror,Sci-Fi",3.6,2727
tt0044408,movie,The Belle of New York,The Belle of New York,0.0,1952.0,,82.0,"Comedy,Musical,Romance",6.1,1158
tt0044410,movie,Belles on Their Toes,Belles on Their Toes,0.0,1952.0,,89.0,"Comedy,Family",6.5,1169
tt0044413,movie,Bend of the River,Bend of the River,0.0,1952.0,,91.0,"Action,Adventure,Drama",7.2,10536
tt0044417,movie,"Beware, My Lovely","Beware, My Lovely",0.0,1952.0,,77.0,"Crime,Drama,Film-Noir",6.6,2487
tt0044418,movie,Big Jim McLain,Big Jim McLain,0.0,1952.0,,90.0,"Crime,Drama,History",5.2,2438
tt0044419,movie,The Big Sky,The Big Sky,0.0,1952.0,,140.0,"Adventure,Drama,Western",6.9,5082
tt0044420,movie,The Big Trees,The Big Trees,0.0,1952.0,,89.0,"Drama,Western",5.7,1941
tt0044423,movie,The Black Castle,The Black Castle,0.0,1952.0,,82.0,"Adventure,Horror,Mystery",6.3,1803
tt0044426,movie,"Blackbeard, the Pirate","Blackbeard, the Pirate",0.0,1952.0,,99.0,"Adventure,Romance",5.9,1844
tt0044429,movie,The Blazing Sun,Siraa Fil-Wadi,0.0,1954.0,,105.0,"Crime,Drama,Romance",7.2,1648
tt0044446,movie,The Sound Barrier,The Sound Barrier,0.0,1952.0,,109.0,"Adventure,Drama,Romance",6.7,2519
tt0044453,movie,The Brute,El bruto,0.0,1953.0,,81.0,Drama,7.2,2370
tt0044476,movie,The Captive City,The Captive City,0.0,1952.0,,91.0,"Crime,Drama,Film-Noir",6.6,1334
tt0044480,movie,Carbine Williams,Carbine Williams,0.0,1952.0,,92.0,"Biography,Crime,Drama",6.9,2150
tt0044486,movie,Carrie,Carrie,0.0,1952.0,,118.0,"Drama,Romance",7.3,2856
tt0044487,movie,The Golden Coach,Le carrosse d'or,0.0,1952.0,,103.0,"Comedy,Drama,History",7.0,3621
tt0044488,movie,Carson City,Carson City,0.0,1952.0,,87.0,"Drama,Western",6.4,1267
tt0044497,movie,Children of Hiroshima,Genbaku no ko,0.0,1952.0,,97.0,"Drama,War",7.6,1445
tt0044502,movie,Clash by Night,Clash by Night,0.0,1952.0,,105.0,"Drama,Film-Noir,Romance",7.0,7888
tt0044509,movie,"Come Back, Little Sheba","Come Back, Little Sheba",0.0,1952.0,,99.0,"Drama,Romance",7.5,5609
tt0044517,movie,The Crimson Pirate,The Crimson Pirate,0.0,1952.0,,105.0,"Action,Adventure,Comedy",7.1,7286
tt0044533,movie,Deadline - U.S.A.,Deadline - U.S.A.,0.0,1952.0,,87.0,"Crime,Drama,Film-Noir",7.2,4584
tt0044552,movie,Diplomatic Courier,Diplomatic Courier,0.0,1952.0,,97.0,"Crime,Drama,Film-Noir",6.8,1560
tt0044557,movie,Don't Bother to Knock,Don't Bother to Knock,0.0,1952.0,,76.0,"Drama,Film-Noir,Mystery",6.9,9122
tt0044560,movie,Two Careful Fellows,Dos tipos de cuidado,0.0,1953.0,,111.0,"Comedy,Musical,Romance",8.0,1054
tt0044566,movie,Dreamboat,Dreamboat,0.0,1952.0,,83.0,Comedy,6.6,1014
tt0044573,movie,The Duel at Silver Creek,The Duel at Silver Creek,0.0,1952.0,,77.0,"Drama,Western",6.3,2026
tt0044602,movie,Fanfan la Tulipe,Fanfan la Tulipe,0.0,1952.0,,102.0,"Adventure,Comedy,Romance",7.1,3607
tt0044656,movie,Ghost Ship,Ghost Ship,0.0,1952.0,,74.0,Horror,5.3,1009
tt0044672,movie,The Greatest Show on Earth,The Greatest Show on Earth,0.0,1952.0,,152.0,"Drama,Family,Romance",6.5,16784
tt0044683,movie,Hangman's Knot,Hangman's Knot,0.0,1952.0,,81.0,Western,6.7,1895
tt0044685,movie,Hans Christian Andersen,Hans Christian Andersen,0.0,1952.0,,112.0,"Biography,Family,Musical",6.9,4470
tt0044706,movie,High Noon,High Noon,0.0,1952.0,,85.0,"Drama,Thriller,Western",7.9,113832
tt0044716,movie,The Holly and the Ivy,The Holly and the Ivy,0.0,1952.0,,80.0,Drama,7.2,2212
tt0044722,movie,Horizons West,Horizons West,0.0,1952.0,,81.0,Western,6.4,1259
tt0044741,movie,Ikiru,Ikiru,0.0,1952.0,,143.0,Drama,8.3,96780
tt0044744,movie,The Importance of Being Earnest,The Importance of Being Earnest,0.0,1952.0,,95.0,"Comedy,Drama",7.4,6689
tt0044750,movie,"Invasion, U.S.A.","Invasion, U.S.A.",0.0,1952.0,,73.0,"Drama,Sci-Fi,War",3.5,1800
tt0044753,movie,The Iron Mistress,The Iron Mistress,0.0,1952.0,,110.0,"Action,Adventure,Biography",6.2,1044
tt0044760,movie,Ivanhoe,Ivanhoe,0.0,1952.0,,106.0,"Action,Adventure,Drama",6.7,10804
tt0044762,movie,Jack and the Beanstalk,Jack and the Beanstalk,0.0,1952.0,,70.0,"Comedy,Family,Fantasy",5.8,3666
tt0044774,movie,Jumping Jacks,Jumping Jacks,0.0,1952.0,,96.0,"Comedy,Musical",6.2,1199
tt0044789,movie,Kansas City Confidential,Kansas City Confidential,0.0,1952.0,,99.0,"Crime,Drama,Film-Noir",7.3,8712
tt0044811,movie,Secrets of Women,Kvinnors väntan,0.0,1952.0,,107.0,"Comedy,Drama",7.0,3166
tt0044825,movie,The Las Vegas Story,The Las Vegas Story,0.0,1952.0,,88.0,"Crime,Drama,Film-Noir",6.3,1738
tt0044828,movie,Last of the Comanches,Last of the Comanches,0.0,1953.0,,85.0,"Action,Adventure,Drama",6.3,1013
tt0044829,movie,The Lavender Hill Mob,The Lavender Hill Mob,0.0,1951.0,,78.0,"Comedy,Crime",7.5,16370
tt0044837,movie,Limelight,Limelight,0.0,1952.0,,137.0,"Drama,Music,Romance",8.0,23194
tt0044849,movie,The Long Memory,The Long Memory,0.0,1953.0,,96.0,"Crime,Drama,Thriller",7.0,1381
tt0044851,movie,Lost in Alaska,Lost in Alaska,0.0,1952.0,,76.0,"Adventure,Comedy",6.2,2210
tt0044860,movie,The Lusty Men,The Lusty Men,0.0,1952.0,,113.0,"Action,Drama,Sport",7.3,3907
tt0044863,movie,Macao,Macao,0.0,1952.0,,81.0,"Adventure,Crime,Drama",6.6,4045
tt0044876,movie,The Man in the White Suit,The Man in the White Suit,0.0,1951.0,,85.0,"Comedy,Drama,Sci-Fi",7.2,11261
tt0044888,movie,The Marrying Kind,The Marrying Kind,0.0,1952.0,,92.0,"Comedy,Drama",6.9,1735
tt0044896,movie,The Member of the Wedding,The Member of the Wedding,0.0,1952.0,,93.0,"Drama,Family",6.7,1640
tt0044903,movie,Million Dollar Mermaid,Million Dollar Mermaid,0.0,1952.0,,115.0,"Biography,Drama,Musical",6.5,1901
tt0044905,movie,The Miracle of Our Lady of Fatima,The Miracle of Our Lady of Fatima,0.0,1952.0,,102.0,"Drama,History",6.7,1531
tt0044907,movie,Les Miserables,Les Miserables,0.0,1952.0,,105.0,"Adventure,Crime,Drama",6.8,1163
tt0044916,movie,Monkey Business,Monkey Business,0.0,1952.0,,97.0,"Comedy,Sci-Fi",6.9,16071
tt0044925,movie,Vampire Over London,Mother Riley Meets the Vampire,0.0,1952.0,,74.0,"Comedy,Horror",3.9,1039
tt0044926,movie,Moulin Rouge,Moulin Rouge,0.0,1952.0,,119.0,"Biography,Drama,Music",7.0,6975
tt0044937,movie,My Cousin Rachel,My Cousin Rachel,0.0,1952.0,,98.0,"Drama,Mystery,Romance",7.0,3579
tt0044953,movie,The Naked Spur,The Naked Spur,0.0,1953.0,,91.0,"Drama,Thriller,Western",7.3,13266
tt0044954,movie,The Narrow Margin,The Narrow Margin,0.0,1952.0,,71.0,"Crime,Drama,Film-Noir",7.6,9347
tt0044981,movie,O. Henry's Full House,O. Henry's Full House,0.0,1952.0,,117.0,"Comedy,Drama",7.2,3225
tt0044982,movie,The Flavor of Green Tea Over Rice,Ochazuke no aji,0.0,1952.0,,116.0,Drama,7.6,4060
tt0045002,movie,Outcast of the Islands,Outcast of the Islands,0.0,1951.0,,93.0,"Adventure,Drama",6.9,1361
tt0045009,movie,Park Row,Park Row,0.0,1952.0,,83.0,"Drama,Thriller",7.2,2097
tt0045012,movie,Pat and Mike,Pat and Mike,0.0,1952.0,,95.0,"Comedy,Romance,Sport",6.9,6376
tt0045029,movie,Phone Call from a Stranger,Phone Call from a Stranger,0.0,1952.0,,105.0,"Drama,Film-Noir",6.9,3223
tt0045034,movie,Le Plaisir,Le plaisir,0.0,1952.0,,97.0,"Comedy,Drama,Romance",7.5,5632
tt0045039,movie,Plymouth Adventure,Plymouth Adventure,0.0,1952.0,,105.0,"Adventure,Drama,History",6.2,1750
tt0045053,movie,The Prisoner of Zenda,The Prisoner of Zenda,0.0,1952.0,,96.0,"Adventure,Mystery,Romance",6.9,4168
tt0045056,movie,The Promoter,The Card,0.0,1952.0,,85.0,Comedy,7.0,2026
